Detector, Descriptor, Image No., LiDAR Points size,kpt Matches Size, LiDAR TTC, Camera TTC
HARRIS,SIFT,34,591,12,7.60959,14.0115
HARRIS,SIFT,35,582,8,6.59279,-inf
HARRIS,SIFT,36,455,7,10.6294,10.4542
HARRIS,SIFT,37,476,11,7.22569,11.9745
HARRIS,SIFT,38,575,12,4.99238,11.93
HARRIS,SIFT,39,603,11,5.47658,16.678
HARRIS,SIFT,40,634,12,5.20724,-inf
HARRIS,SIFT,41,579,11,5.16145,-24.4258
HARRIS,SIFT,42,574,14,5.9427,16.5387
HARRIS,SIFT,43,438,15,13.8227,12.6012
HARRIS,SIFT,44,481,9,4.738,-inf
HARRIS,SIFT,45,564,15,5.60845,10.1787
HARRIS,SIFT,46,494,16,6.54998,273.039
HARRIS,SIFT,47,500,12,6.95384,13.9687
HARRIS,SIFT,48,529,17,14.9666,35.5034
HARRIS,SIFT,48,529,34,nan,21.6746
HARRIS,SIFT,49,468,16,-149.754,17.0659
HARRIS,SIFT,49,468,32,nan,17.8037
HARRIS,SIFT,50,391,15,20.3229,-inf
HARRIS,SIFT,50,391,30,nan,-inf
HARRIS,SIFT,51,393,19,29.706,-inf
HARRIS,SIFT,51,393,38,2.3088,-inf
HARRIS,SIFT,52,396,21,24.656,-inf
HARRIS,SIFT,52,396,42,nan,-inf
HARRIS,SIFT,53,411,24,29.486,-inf
HARRIS,SIFT,53,411,48,2.32789,-inf
HARRIS,SIFT,54,420,25,110.483,-inf
HARRIS,SIFT,54,420,50,2.41475,-inf
HARRIS,SIFT,55,419,18,-18.5127,-12.8635
HARRIS,SIFT,55,419,36,nan,-12.8635
HARRIS,SIFT,56,440,19,18.4127,-inf
HARRIS,SIFT,56,440,38,2.31361,-inf
HARRIS,SIFT,57,448,17,-23.3578,-inf
HARRIS,SIFT,57,448,34,2.61059,-inf
HARRIS,SIFT,58,417,11,-40.4466,-inf
HARRIS,SIFT,58,417,22,2.64821,-inf
HARRIS,SIFT,59,452,14,13.8031,-inf
HARRIS,SIFT,59,452,28,2.44033,-inf
HARRIS,SIFT,60,416,22,-15.3309,-inf
HARRIS,SIFT,60,416,44,2.85,-inf
HARRIS,SIFT,61,408,17,88.818,-inf
HARRIS,SIFT,61,408,34,3.28962,-inf
HARRIS,SIFT,62,440,22,18.404,-inf
HARRIS,SIFT,62,440,44,2.31257,-inf
HARRIS,SIFT,63,427,26,147.144,-inf
HARRIS,SIFT,63,427,52,2.59647,-inf
HARRIS,SIFT,64,418,19,-220.816,-inf
HARRIS,SIFT,64,418,38,2.45333,-inf
HARRIS,SIFT,65,444,22,-20.1724,-inf
HARRIS,SIFT,65,444,44,2.62604,-inf
HARRIS,SIFT,66,426,24,15.7498,-inf
HARRIS,SIFT,66,426,48,2.60947,-inf
HARRIS,SIFT,67,434,22,-63.1003,-inf
HARRIS,SIFT,67,434,44,2.36203,-inf
HARRIS,SIFT,68,434,21,-110.52,-inf
HARRIS,SIFT,68,434,42,2.85225,-inf
HARRIS,SIFT,69,428,23,-18.5207,-inf
HARRIS,SIFT,69,428,46,2.88637,-inf
HARRIS,SIFT,70,426,20,22.125,-inf
HARRIS,SIFT,70,426,40,2.63393,-inf
HARRIS,SIFT,71,442,19,29.3993,-inf
HARRIS,SIFT,71,442,38,2.45,-inf
HARRIS,SIFT,72,443,20,88.1064,-inf
HARRIS,SIFT,72,443,40,2.47472,-inf
HARRIS,SIFT,73,422,22,-220.366,-inf
HARRIS,SIFT,73,422,44,2.2035,-inf
HARRIS,SIFT,74,409,19,-88.238,-inf
HARRIS,SIFT,74,409,38,2.61066,-inf
HARRIS,SIFT,75,426,21,-147.177,-inf
HARRIS,SIFT,75,426,42,2.38649,-inf
HARRIS,SIFT,76,437,23,73.4828,-inf
HARRIS,SIFT,76,437,46,2.27268,-inf
HARRIS,SIFT,77,13,21,nan,-inf
HARRIS,SIFT,77,13,42,nan,-inf
FAST,BRIEF,21,389,10,6.8337,-inf
FAST,BRIEF,22,422,13,6.80636,6.36406
FAST,BRIEF,25,446,8,7.14768,1232.2
FAST,BRIEF,26,433,9,9.97707,6.66271
FAST,BRIEF,27,491,9,7.06,-inf
FAST,BRIEF,28,506,10,12.6681,nan
FAST,BRIEF,28,506,20,nan,nan
FAST,BRIEF,29,441,15,7.25063,-17.8123
FAST,BRIEF,32,573,14,10.9404,77.1125
FAST,BRIEF,33,544,19,9.22618,-31.721
FAST,BRIEF,34,591,15,7.60959,17.5615
FAST,BRIEF,35,582,11,6.59279,66.7305
FAST,BRIEF,36,455,15,10.6294,12.5022
FAST,BRIEF,37,476,9,7.22569,-436.061
FAST,BRIEF,38,575,11,4.99238,-14.4664
FAST,BRIEF,39,603,8,5.47658,9.5725
FAST,BRIEF,40,634,4,5.20724,nan
FAST,BRIEF,41,579,6,5.16145,-inf
FAST,BRIEF,42,574,14,5.9427,2.34446
FAST,BRIEF,43,438,17,13.8227,20.3676
FAST,BRIEF,44,481,11,4.738,6864.5
FAST,BRIEF,45,564,10,5.60845,-inf
FAST,BRIEF,46,494,12,6.54998,-9.01608
FAST,BRIEF,47,500,9,6.95384,14.1572
FAST,BRIEF,48,529,13,14.9666,-16.0692
FAST,BRIEF,48,529,26,nan,-16.0692
FAST,BRIEF,49,468,10,-149.754,25.9809
FAST,BRIEF,49,468,20,nan,-inf
FAST,BRIEF,50,391,18,20.3229,-inf
FAST,BRIEF,50,391,36,nan,-inf
FAST,BRIEF,51,393,17,29.706,-inf
FAST,BRIEF,51,393,34,2.3088,-inf
FAST,BRIEF,52,396,11,24.656,-10.4072
FAST,BRIEF,52,396,22,nan,-10.4072
FAST,BRIEF,53,411,9,29.486,-inf
FAST,BRIEF,53,411,18,2.32789,-inf
FAST,BRIEF,54,420,9,110.483,-inf
FAST,BRIEF,54,420,18,2.41475,-inf
FAST,BRIEF,55,419,16,-18.5127,-20.3696
FAST,BRIEF,55,419,32,nan,-20.3696
FAST,BRIEF,56,440,16,18.4127,-11.9541
FAST,BRIEF,56,440,32,2.31361,-11.9541
FAST,BRIEF,57,448,10,-23.3578,-inf
FAST,BRIEF,57,448,20,2.61059,-inf
FAST,BRIEF,58,417,10,-40.4466,-inf
FAST,BRIEF,58,417,20,2.64821,-inf
FAST,BRIEF,59,452,11,13.8031,-25.0754
FAST,BRIEF,59,452,22,2.44033,-25.0754
FAST,BRIEF,60,416,8,-15.3309,-inf
FAST,BRIEF,60,416,16,2.85,-inf
FAST,BRIEF,61,408,9,88.818,256.619
FAST,BRIEF,61,408,18,3.28962,256.619
FAST,BRIEF,62,440,8,18.404,-inf
FAST,BRIEF,62,440,16,2.31257,-inf
FAST,BRIEF,63,427,6,147.144,-inf
FAST,BRIEF,63,427,12,2.59647,-inf
FAST,BRIEF,64,418,10,-220.816,-16.0157
FAST,BRIEF,64,418,20,2.45333,-16.0157
FAST,BRIEF,65,444,8,-20.1724,-inf
FAST,BRIEF,65,444,16,2.62604,-inf
FAST,BRIEF,66,426,7,15.7498,nan
FAST,BRIEF,66,426,14,2.60947,nan
FAST,BRIEF,67,434,7,-63.1003,-19.3519
FAST,BRIEF,67,434,14,2.36203,-19.3519
FAST,BRIEF,68,434,9,-110.52,-inf
FAST,BRIEF,68,434,18,2.85225,-inf
FAST,BRIEF,69,428,8,-18.5207,-inf
FAST,BRIEF,69,428,16,2.88637,-inf
FAST,BRIEF,70,426,8,22.125,nan
FAST,BRIEF,70,426,16,2.63393,nan
FAST,BRIEF,71,442,8,29.3993,-inf
FAST,BRIEF,71,442,16,2.45,-inf
FAST,BRIEF,72,443,7,88.1064,-inf
FAST,BRIEF,72,443,14,2.47472,-inf
FAST,BRIEF,73,422,7,-220.366,nan
FAST,BRIEF,73,422,14,2.2035,nan
FAST,BRIEF,74,409,8,-88.238,-inf
FAST,BRIEF,74,409,16,2.61066,-inf
FAST,BRIEF,75,426,9,-147.177,-inf
FAST,BRIEF,75,426,18,2.38649,-inf
FAST,BRIEF,76,437,6,73.4828,-inf
FAST,BRIEF,76,437,12,2.27268,-inf
FAST,BRIEF,77,13,7,nan,-11.2036
FAST,BRIEF,77,13,14,nan,-11.2036
FAST,FREAK,21,389,25,6.8337,11.5139
FAST,FREAK,22,422,25,6.80636,11.452
FAST,FREAK,25,446,23,7.14768,10.4775
FAST,FREAK,26,433,35,9.97707,13.303
FAST,FREAK,27,491,29,7.06,12.6198
FAST,FREAK,28,506,28,12.6681,14.2057
FAST,FREAK,28,506,56,nan,14.1927
FAST,FREAK,29,441,32,7.25063,10.9327
FAST,FREAK,32,573,35,10.9404,15.2702
FAST,FREAK,33,544,35,9.22618,300.475
FAST,FREAK,34,591,24,7.60959,773.05
FAST,FREAK,35,582,25,6.59279,15.3303
FAST,FREAK,36,455,21,10.6294,11.7928
FAST,FREAK,37,476,23,7.22569,11.0951
FAST,FREAK,38,575,21,4.99238,10.8115
FAST,FREAK,39,603,22,5.47658,28.3287
FAST,FREAK,40,634,22,5.20724,15.6413
FAST,FREAK,41,579,21,5.16145,-12.4539
FAST,FREAK,42,574,19,5.9427,12.3812
FAST,FREAK,43,438,21,13.8227,27.8108
FAST,FREAK,44,481,23,4.738,14.3918
FAST,FREAK,45,564,23,5.60845,15.1587
FAST,FREAK,46,494,24,6.54998,14.8466
FAST,FREAK,47,500,20,6.95384,19.243
FAST,FREAK,48,529,28,14.9666,21.4535
FAST,FREAK,48,529,56,nan,21.4535
FAST,FREAK,49,468,35,-149.754,28.098
FAST,FREAK,49,468,70,nan,24.8678
FAST,FREAK,50,391,41,20.3229,19.4318
FAST,FREAK,50,391,82,nan,19.9996
FAST,FREAK,51,393,37,29.706,17.7333
FAST,FREAK,51,393,74,2.3088,17.7111
FAST,FREAK,52,396,35,24.656,-inf
FAST,FREAK,52,396,70,nan,-inf
FAST,FREAK,53,411,39,29.486,-inf
FAST,FREAK,53,411,78,2.32789,-inf
FAST,FREAK,54,420,44,110.483,-inf
FAST,FREAK,54,420,88,2.41475,-inf
FAST,FREAK,55,419,46,-18.5127,-inf
FAST,FREAK,55,419,92,nan,-inf
FAST,FREAK,56,440,52,18.4127,-inf
FAST,FREAK,56,440,104,2.31361,-inf
FAST,FREAK,57,448,43,-23.3578,-inf
FAST,FREAK,57,448,86,2.61059,-inf
FAST,FREAK,58,417,36,-40.4466,-inf
FAST,FREAK,58,417,72,2.64821,-inf
FAST,FREAK,59,452,27,13.8031,-inf
FAST,FREAK,59,452,54,2.44033,-inf
FAST,FREAK,60,416,45,-15.3309,-inf
FAST,FREAK,60,416,90,2.85,-inf
FAST,FREAK,61,408,38,88.818,-inf
FAST,FREAK,61,408,76,3.28962,-inf
FAST,FREAK,62,440,43,18.404,-inf
FAST,FREAK,62,440,86,2.31257,-inf
FAST,FREAK,63,427,45,147.144,-inf
FAST,FREAK,63,427,90,2.59647,-inf
FAST,FREAK,64,418,45,-220.816,-inf
FAST,FREAK,64,418,90,2.45333,-inf
FAST,FREAK,65,444,42,-20.1724,-inf
FAST,FREAK,65,444,84,2.62604,-inf
FAST,FREAK,66,426,43,15.7498,-inf
FAST,FREAK,66,426,86,2.60947,-inf
FAST,FREAK,67,434,44,-63.1003,-inf
FAST,FREAK,67,434,88,2.36203,-inf
FAST,FREAK,68,434,42,-110.52,-inf
FAST,FREAK,68,434,84,2.85225,-inf
FAST,FREAK,69,428,41,-18.5207,-inf
FAST,FREAK,69,428,82,2.88637,-inf
FAST,FREAK,70,426,44,22.125,-inf
FAST,FREAK,70,426,88,2.63393,-inf
FAST,FREAK,71,442,47,29.3993,-inf
FAST,FREAK,71,442,94,2.45,-inf
FAST,FREAK,72,443,40,88.1064,-inf
FAST,FREAK,72,443,80,2.47472,-inf
FAST,FREAK,73,422,36,-220.366,-inf
FAST,FREAK,73,422,72,2.2035,-inf
FAST,FREAK,74,409,36,-88.238,-inf
FAST,FREAK,74,409,72,2.61066,-inf
FAST,FREAK,75,426,43,-147.177,-inf
FAST,FREAK,75,426,86,2.38649,-inf
FAST,FREAK,76,437,45,73.4828,-inf
FAST,FREAK,76,437,90,2.27268,-inf
FAST,FREAK,77,13,39,nan,-inf
FAST,FREAK,77,13,78,nan,-inf
FAST,BRISK,21,389,33,6.8337,12.3915
FAST,BRISK,22,422,31,6.80636,12.2852
FAST,BRISK,25,446,23,7.14768,10.6403
FAST,BRISK,26,433,43,9.97707,14.7066
FAST,BRISK,27,491,39,7.06,15.8375
FAST,BRISK,28,506,40,12.6681,12.558
FAST,BRISK,28,506,80,nan,12.5951
FAST,BRISK,29,441,40,7.25063,12.4713
FAST,BRISK,32,573,41,10.9404,29.0369
FAST,BRISK,33,544,33,9.22618,-inf
FAST,BRISK,34,591,33,7.60959,13.5007
FAST,BRISK,35,582,31,6.59279,8.86458
FAST,BRISK,36,455,30,10.6294,10.3962
FAST,BRISK,37,476,40,7.22569,12.3773
FAST,BRISK,38,575,24,4.99238,11.3267
FAST,BRISK,39,603,36,5.47658,14.3528
FAST,BRISK,40,634,21,5.20724,-inf
FAST,BRISK,41,579,27,5.16145,14.8
FAST,BRISK,42,574,22,5.9427,12.3397
FAST,BRISK,43,438,22,13.8227,15.3177
FAST,BRISK,44,481,26,4.738,11.4632
FAST,BRISK,45,564,31,5.60845,13.9283
FAST,BRISK,46,494,34,6.54998,15.91
FAST,BRISK,47,500,29,6.95384,16.3828
FAST,BRISK,48,529,39,14.9666,18.3571
FAST,BRISK,48,529,78,nan,18.3304
FAST,BRISK,49,468,40,-149.754,23.3088
FAST,BRISK,49,468,80,nan,23.3118
FAST,BRISK,50,391,57,20.3229,16.9552
FAST,BRISK,50,391,114,nan,16.6785
FAST,BRISK,51,393,49,29.706,62.4678
FAST,BRISK,51,393,98,2.3088,62.4678
FAST,BRISK,52,396,44,24.656,-inf
FAST,BRISK,52,396,88,nan,-inf
FAST,BRISK,53,411,38,29.486,-inf
FAST,BRISK,53,411,76,2.32789,-inf
FAST,BRISK,54,420,40,110.483,-inf
FAST,BRISK,54,420,80,2.41475,-inf
FAST,BRISK,55,419,50,-18.5127,-inf
FAST,BRISK,55,419,100,nan,-inf
FAST,BRISK,56,440,57,18.4127,-inf
FAST,BRISK,56,440,114,2.31361,-inf
FAST,BRISK,57,448,40,-23.3578,-inf
FAST,BRISK,57,448,80,2.61059,-inf
FAST,BRISK,58,417,38,-40.4466,-inf
FAST,BRISK,58,417,76,2.64821,-inf
FAST,BRISK,59,452,33,13.8031,-inf
FAST,BRISK,59,452,66,2.44033,-inf
FAST,BRISK,60,416,37,-15.3309,-inf
FAST,BRISK,60,416,74,2.85,-inf
FAST,BRISK,61,408,38,88.818,-inf
FAST,BRISK,61,408,76,3.28962,-inf
FAST,BRISK,62,440,38,18.404,-inf
FAST,BRISK,62,440,76,2.31257,-inf
FAST,BRISK,63,427,35,147.144,-inf
FAST,BRISK,63,427,70,2.59647,-inf
FAST,BRISK,64,418,40,-220.816,-inf
FAST,BRISK,64,418,80,2.45333,-inf
FAST,BRISK,65,444,37,-20.1724,-inf
FAST,BRISK,65,444,74,2.62604,-inf
FAST,BRISK,66,426,36,15.7498,-inf
FAST,BRISK,66,426,72,2.60947,-inf
FAST,BRISK,67,434,33,-63.1003,-inf
FAST,BRISK,67,434,66,2.36203,-inf
FAST,BRISK,68,434,36,-110.52,-inf
FAST,BRISK,68,434,72,2.85225,-inf
FAST,BRISK,69,428,35,-18.5207,-inf
FAST,BRISK,69,428,70,2.88637,-inf
FAST,BRISK,70,426,35,22.125,-inf
FAST,BRISK,70,426,70,2.63393,-inf
FAST,BRISK,71,442,32,29.3993,-inf
FAST,BRISK,71,442,64,2.45,-inf
FAST,BRISK,72,443,34,88.1064,-inf
FAST,BRISK,72,443,68,2.47472,-inf
FAST,BRISK,73,422,35,-220.366,-inf
FAST,BRISK,73,422,70,2.2035,-inf
FAST,BRISK,74,409,36,-88.238,-inf
FAST,BRISK,74,409,72,2.61066,-inf
FAST,BRISK,75,426,38,-147.177,-inf
FAST,BRISK,75,426,76,2.38649,-inf
FAST,BRISK,76,437,36,73.4828,-inf
FAST,BRISK,76,437,72,2.27268,-inf
FAST,BRISK,77,13,36,nan,-inf
FAST,BRISK,77,13,72,nan,-inf
FAST,ORB,21,389,11,6.8337,11.0279
FAST,ORB,22,422,17,6.80636,6.35362
FAST,ORB,25,446,12,7.14768,23.5741
FAST,ORB,26,433,18,9.97707,15.4157
FAST,ORB,27,491,16,7.06,13.6593
FAST,ORB,28,506,19,12.6681,-inf
FAST,ORB,28,506,38,nan,-inf
FAST,ORB,29,441,16,7.25063,596.453
FAST,ORB,32,573,23,10.9404,-inf
FAST,ORB,33,544,19,9.22618,-13.8737
FAST,ORB,34,591,15,7.60959,14.2658
FAST,ORB,35,582,16,6.59279,21.7342
FAST,ORB,36,455,11,10.6294,28.3985
FAST,ORB,37,476,15,7.22569,12.9602
FAST,ORB,38,575,14,4.99238,-13.1506
FAST,ORB,39,603,9,5.47658,14.2649
FAST,ORB,40,634,6,5.20724,9.1917
FAST,ORB,41,579,13,5.16145,30.8309
FAST,ORB,42,574,12,5.9427,-143.367
FAST,ORB,43,438,8,13.8227,22.9931
FAST,ORB,44,481,12,4.738,14.3287
FAST,ORB,45,564,15,5.60845,11.1882
FAST,ORB,46,494,19,6.54998,16.0512
FAST,ORB,47,500,18,6.95384,11.2222
FAST,ORB,48,529,16,14.9666,-inf
FAST,ORB,48,529,32,nan,-inf
FAST,ORB,49,468,18,-149.754,-inf
FAST,ORB,49,468,36,nan,-inf
FAST,ORB,50,391,20,20.3229,-138.668
FAST,ORB,50,391,40,nan,-138.668
FAST,ORB,51,393,23,29.706,-63.252
FAST,ORB,51,393,46,2.3088,-63.252
FAST,ORB,52,396,14,24.656,-inf
FAST,ORB,52,396,28,nan,-inf
FAST,ORB,53,411,14,29.486,-inf
FAST,ORB,53,411,28,2.32789,-inf
FAST,ORB,54,420,13,110.483,-inf
FAST,ORB,54,420,26,2.41475,-inf
FAST,ORB,55,419,18,-18.5127,-14.3105
FAST,ORB,55,419,36,nan,-14.4564
FAST,ORB,56,440,20,18.4127,-20.1735
FAST,ORB,56,440,40,2.31361,-20.1735
FAST,ORB,57,448,14,-23.3578,-inf
FAST,ORB,57,448,28,2.61059,-inf
FAST,ORB,58,417,13,-40.4466,-inf
FAST,ORB,58,417,26,2.64821,-inf
FAST,ORB,59,452,12,13.8031,24.5988
FAST,ORB,59,452,24,2.44033,24.5988
FAST,ORB,60,416,12,-15.3309,-inf
FAST,ORB,60,416,24,2.85,-inf
FAST,ORB,61,408,12,88.818,-inf
FAST,ORB,61,408,24,3.28962,-inf
FAST,ORB,62,440,15,18.404,-13.8262
FAST,ORB,62,440,30,2.31257,-13.8262
FAST,ORB,63,427,15,147.144,-inf
FAST,ORB,63,427,30,2.59647,-inf
FAST,ORB,64,418,15,-220.816,-21.0807
FAST,ORB,64,418,30,2.45333,-21.0807
FAST,ORB,65,444,13,-20.1724,-inf
FAST,ORB,65,444,26,2.62604,-inf
FAST,ORB,66,426,12,15.7498,-inf
FAST,ORB,66,426,24,2.60947,-inf
FAST,ORB,67,434,12,-63.1003,-inf
FAST,ORB,67,434,24,2.36203,-inf
FAST,ORB,68,434,13,-110.52,-inf
FAST,ORB,68,434,26,2.85225,-inf
FAST,ORB,69,428,11,-18.5207,-inf
FAST,ORB,69,428,22,2.88637,-inf
FAST,ORB,70,426,15,22.125,-inf
FAST,ORB,70,426,30,2.63393,-inf
FAST,ORB,71,442,14,29.3993,-inf
FAST,ORB,71,442,28,2.45,-inf
FAST,ORB,72,443,12,88.1064,-inf
FAST,ORB,72,443,24,2.47472,-inf
FAST,ORB,73,422,13,-220.366,-inf
FAST,ORB,73,422,26,2.2035,-inf
FAST,ORB,74,409,14,-88.238,-42.9258
FAST,ORB,74,409,28,2.61066,-42.9258
FAST,ORB,75,426,16,-147.177,-inf
FAST,ORB,75,426,32,2.38649,-inf
FAST,ORB,76,437,12,73.4828,78.1801
FAST,ORB,76,437,24,2.27268,78.1801
FAST,ORB,77,13,14,nan,-inf
FAST,ORB,77,13,28,nan,-inf
FAST,SIFT,21,389,58,6.8337,11.0187
FAST,SIFT,22,422,61,6.80636,12.1757
FAST,SIFT,25,446,57,7.14768,10.2093
FAST,SIFT,26,433,83,9.97707,11.7893
FAST,SIFT,27,491,76,7.06,15.0183
FAST,SIFT,28,506,82,12.6681,12.7779
FAST,SIFT,28,506,164,nan,12.7603
FAST,SIFT,29,441,79,7.25063,10.2426
FAST,SIFT,32,573,119,10.9404,15.3586
FAST,SIFT,33,544,105,9.22618,32.3461
FAST,SIFT,34,591,79,7.60959,14.7882
FAST,SIFT,35,582,76,6.59279,12.4258
FAST,SIFT,36,455,86,10.6294,9.40068
FAST,SIFT,37,476,81,7.22569,11.4363
FAST,SIFT,38,575,106,4.99238,12.6244
FAST,SIFT,39,603,104,5.47658,16.0147
FAST,SIFT,40,634,90,5.20724,19.6085
FAST,SIFT,41,579,145,5.16145,9.3896
FAST,SIFT,42,574,85,5.9427,12.3068
FAST,SIFT,43,438,142,13.8227,9.09973
FAST,SIFT,44,481,96,4.738,12.423
FAST,SIFT,45,564,102,5.60845,13.2688
FAST,SIFT,46,494,103,6.54998,13.0449
FAST,SIFT,47,500,95,6.95384,12.1622
FAST,SIFT,48,529,88,14.9666,16.6025
FAST,SIFT,48,529,176,nan,16.4889
FAST,SIFT,49,468,99,-149.754,17.6544
FAST,SIFT,49,468,198,nan,17.626
FAST,SIFT,50,391,114,20.3229,18.6767
FAST,SIFT,50,391,228,nan,18.6642
FAST,SIFT,51,393,109,29.706,16.4223
FAST,SIFT,51,393,218,2.3088,16.3977
FAST,SIFT,52,396,85,24.656,960.117
FAST,SIFT,52,396,170,nan,707.383
FAST,SIFT,53,411,124,29.486,-inf
FAST,SIFT,53,411,248,2.32789,-inf
FAST,SIFT,54,420,135,110.483,-inf
FAST,SIFT,54,420,270,2.41475,-inf
FAST,SIFT,55,419,135,-18.5127,-inf
FAST,SIFT,55,419,270,nan,-inf
FAST,SIFT,56,440,156,18.4127,-inf
FAST,SIFT,56,440,312,2.31361,-inf
FAST,SIFT,57,448,126,-23.3578,-inf
FAST,SIFT,57,448,252,2.61059,-inf
FAST,SIFT,58,417,97,-40.4466,-inf
FAST,SIFT,58,417,194,2.64821,-inf
FAST,SIFT,59,452,99,13.8031,-inf
FAST,SIFT,59,452,198,2.44033,-inf
FAST,SIFT,60,416,137,-15.3309,-inf
FAST,SIFT,60,416,274,2.85,-inf
FAST,SIFT,61,408,107,88.818,-inf
FAST,SIFT,61,408,214,3.28962,-inf
FAST,SIFT,62,440,116,18.404,-inf
FAST,SIFT,62,440,232,2.31257,-inf
FAST,SIFT,63,427,133,147.144,-inf
FAST,SIFT,63,427,266,2.59647,-inf
FAST,SIFT,64,418,125,-220.816,-inf
FAST,SIFT,64,418,250,2.45333,-inf
FAST,SIFT,65,444,134,-20.1724,-inf
FAST,SIFT,65,444,268,2.62604,-inf
FAST,SIFT,66,426,127,15.7498,-inf
FAST,SIFT,66,426,254,2.60947,-inf
FAST,SIFT,67,434,133,-63.1003,-inf
FAST,SIFT,67,434,266,2.36203,-inf
FAST,SIFT,68,434,131,-110.52,-inf
FAST,SIFT,68,434,262,2.85225,-inf
FAST,SIFT,69,428,131,-18.5207,-inf
FAST,SIFT,69,428,262,2.88637,-inf
FAST,SIFT,70,426,120,22.125,-inf
FAST,SIFT,70,426,240,2.63393,-inf
FAST,SIFT,71,442,123,29.3993,-inf
FAST,SIFT,71,442,246,2.45,-inf
FAST,SIFT,72,443,116,88.1064,-inf
FAST,SIFT,72,443,232,2.47472,-inf
FAST,SIFT,73,422,104,-220.366,-inf
FAST,SIFT,73,422,208,2.2035,-inf
FAST,SIFT,74,409,121,-88.238,-inf
FAST,SIFT,74,409,242,2.61066,-inf
FAST,SIFT,75,426,122,-147.177,-inf
FAST,SIFT,75,426,244,2.38649,-inf
FAST,SIFT,76,437,112,73.4828,-inf
FAST,SIFT,76,437,224,2.27268,-inf
FAST,SIFT,77,13,112,nan,-inf
FAST,SIFT,77,13,224,nan,-inf
BRISK,BRIEF,21,389,14,6.8337,4.25947
BRISK,BRIEF,22,422,6,6.80636,10.3384
BRISK,BRIEF,25,446,13,7.14768,20.031
BRISK,BRIEF,26,433,12,9.97707,13.392
BRISK,BRIEF,27,491,13,7.06,12.9869
BRISK,BRIEF,28,506,12,12.6681,10.1236
BRISK,BRIEF,28,506,24,nan,10.2673
BRISK,BRIEF,29,441,8,7.25063,40.824
BRISK,BRIEF,32,573,16,10.9404,-37.6191
BRISK,BRIEF,33,544,19,9.22618,-73.0722
BRISK,BRIEF,34,591,19,7.60959,11.9317
BRISK,BRIEF,35,582,13,6.59279,-22.8428
BRISK,BRIEF,36,455,10,10.6294,9.80135
BRISK,BRIEF,37,476,10,7.22569,7.61603
BRISK,BRIEF,38,575,22,4.99238,30.7029
BRISK,BRIEF,39,603,13,5.47658,11.8387
BRISK,BRIEF,40,634,12,5.20724,4.10045
BRISK,BRIEF,41,579,9,5.16145,-30.9201
BRISK,BRIEF,42,574,12,5.9427,10.7593
BRISK,BRIEF,43,438,13,13.8227,11.755
BRISK,BRIEF,44,481,11,4.738,4.18306
BRISK,BRIEF,45,564,11,5.60845,11.3129
BRISK,BRIEF,46,494,13,6.54998,173.694
BRISK,BRIEF,47,500,10,6.95384,6.36978
BRISK,BRIEF,48,529,12,14.9666,-13.1828
BRISK,BRIEF,48,529,24,nan,-13.1828
BRISK,BRIEF,49,468,11,-149.754,8.40984
BRISK,BRIEF,49,468,22,nan,8.98968
BRISK,BRIEF,50,391,6,20.3229,234.577
BRISK,BRIEF,50,391,12,nan,234.577
BRISK,BRIEF,51,393,7,29.706,-160.661
BRISK,BRIEF,51,393,14,2.3088,-160.661
BRISK,BRIEF,52,396,8,24.656,978.204
BRISK,BRIEF,52,396,16,nan,-174.571
BRISK,BRIEF,53,411,6,29.486,35.9104
BRISK,BRIEF,53,411,12,2.32789,35.9104
BRISK,BRIEF,54,420,5,110.483,nan
BRISK,BRIEF,54,420,10,2.41475,nan
BRISK,BRIEF,55,419,15,-18.5127,-177.952
BRISK,BRIEF,55,419,30,nan,-183.364
BRISK,BRIEF,56,440,15,18.4127,30.4019
BRISK,BRIEF,56,440,30,2.31361,30.5079
BRISK,BRIEF,57,448,9,-23.3578,18.1471
BRISK,BRIEF,57,448,18,2.61059,18.1471
BRISK,BRIEF,58,417,14,-40.4466,28.7608
BRISK,BRIEF,58,417,28,2.64821,28.7608
BRISK,BRIEF,59,452,9,13.8031,-58.0393
BRISK,BRIEF,59,452,18,2.44033,-58.0393
BRISK,BRIEF,60,416,5,-15.3309,8.11853
BRISK,BRIEF,60,416,10,2.85,8.11853
BRISK,BRIEF,61,408,10,88.818,-1244.39
BRISK,BRIEF,61,408,20,3.28962,-1244.39
BRISK,BRIEF,62,440,4,18.404,23.6232
BRISK,BRIEF,62,440,8,2.31257,23.6232
BRISK,BRIEF,63,427,9,147.144,130.286
BRISK,BRIEF,63,427,18,2.59647,130.286
BRISK,BRIEF,64,418,6,-220.816,-30.4763
BRISK,BRIEF,64,418,12,2.45333,-30.4763
BRISK,BRIEF,65,444,3,-20.1724,-13.6262
BRISK,BRIEF,65,444,6,2.62604,-13.6262
BRISK,BRIEF,66,426,5,15.7498,19.8826
BRISK,BRIEF,66,426,10,2.60947,19.8826
BRISK,BRIEF,67,434,3,-63.1003,-11.3154
BRISK,BRIEF,67,434,6,2.36203,-11.3154
BRISK,BRIEF,68,434,4,-110.52,-215.522
BRISK,BRIEF,68,434,8,2.85225,-215.522
BRISK,BRIEF,69,428,1,-18.5207,nan
BRISK,BRIEF,69,428,2,2.88637,nan
BRISK,BRIEF,70,426,6,22.125,-36.3978
BRISK,BRIEF,70,426,12,2.63393,-83.2743
