Detector, Descriptor, Image No., LiDAR Points size,kpt Matches Size, LiDAR TTC, Camera TTC
BRISK,BRIEF,71,442,4,29.3993,-44.0806
BRISK,BRIEF,71,442,8,2.45,-44.0806
BRISK,BRIEF,72,443,5,88.1064,168.62
BRISK,BRIEF,72,443,10,2.47472,168.62
BRISK,BRIEF,73,422,7,-220.366,-336.776
BRISK,BRIEF,73,422,14,2.2035,-336.776
BRISK,BRIEF,74,409,7,-88.238,-13.1826
BRISK,BRIEF,74,409,14,2.61066,-14.6398
BRISK,BRIEF,75,426,5,-147.177,-13.1473
BRISK,BRIEF,75,426,10,2.38649,-13.1473
BRISK,BRIEF,76,437,3,73.4828,nan
BRISK,BRIEF,76,437,6,2.27268,nan
BRISK,BRIEF,77,13,6,nan,25.0217
BRISK,BRIEF,77,13,12,nan,25.0217
BRISK,FREAK,21,389,38,6.8337,13.5208
BRISK,FREAK,22,422,23,6.80636,14.3977
BRISK,FREAK,25,446,32,7.14768,17.7916
BRISK,FREAK,26,433,30,9.97707,14.5557
BRISK,FREAK,27,491,23,7.06,14.2832
BRISK,FREAK,28,506,23,12.6681,13.8363
BRISK,FREAK,28,506,46,nan,13.8363
BRISK,FREAK,29,441,22,7.25063,26.3922
BRISK,FREAK,32,573,38,10.9404,37.747
BRISK,FREAK,33,544,30,9.22618,21.9298
BRISK,FREAK,34,591,32,7.60959,25.9821
BRISK,FREAK,35,582,22,6.59279,17.231
BRISK,FREAK,36,455,26,10.6294,12.1328
BRISK,FREAK,37,476,29,7.22569,6.97543
BRISK,FREAK,38,575,28,4.99238,9.01194
BRISK,FREAK,39,603,23,5.47658,14.6647
BRISK,FREAK,40,634,28,5.20724,61.2473
BRISK,FREAK,41,579,24,5.16145,9.1001
BRISK,FREAK,42,574,25,5.9427,7.63514
BRISK,FREAK,43,438,26,13.8227,19.5135
BRISK,FREAK,44,481,21,4.738,11.1008
BRISK,FREAK,45,564,21,5.60845,23.7704
BRISK,FREAK,46,494,22,6.54998,13.9818
BRISK,FREAK,47,500,25,6.95384,27.163
BRISK,FREAK,48,529,25,14.9666,16.2779
BRISK,FREAK,48,529,50,nan,16.605
BRISK,FREAK,49,468,28,-149.754,14.0941
BRISK,FREAK,49,468,56,nan,14.1517
BRISK,FREAK,50,391,28,20.3229,24.3378
BRISK,FREAK,50,391,56,nan,24.3248
BRISK,FREAK,51,393,23,29.706,24.0716
BRISK,FREAK,51,393,46,2.3088,24.0716
BRISK,FREAK,52,396,16,24.656,108.722
BRISK,FREAK,52,396,32,nan,108.722
BRISK,FREAK,53,411,23,29.486,127.389
BRISK,FREAK,53,411,46,2.32789,128.923
BRISK,FREAK,54,420,18,110.483,-673.611
BRISK,FREAK,54,420,36,2.41475,-673.611
BRISK,FREAK,55,419,38,-18.5127,-181.238
BRISK,FREAK,55,419,76,nan,-181.238
BRISK,FREAK,56,440,44,18.4127,-379.569
BRISK,FREAK,56,440,88,2.31361,-407.051
BRISK,FREAK,57,448,19,-23.3578,-1245.37
BRISK,FREAK,57,448,38,2.61059,-1245.37
BRISK,FREAK,58,417,23,-40.4466,-166.982
BRISK,FREAK,58,417,46,2.64821,-163.653
BRISK,FREAK,59,452,30,13.8031,-58.73
BRISK,FREAK,59,452,60,2.44033,-60.8434
BRISK,FREAK,60,416,18,-15.3309,318.479
BRISK,FREAK,60,416,36,2.85,318.479
BRISK,FREAK,61,408,23,88.818,440.804
BRISK,FREAK,61,408,46,3.28962,572.105
BRISK,FREAK,62,440,29,18.404,-76.0111
BRISK,FREAK,62,440,58,2.31257,-77.2107
BRISK,FREAK,63,427,16,147.144,-248.403
BRISK,FREAK,63,427,32,2.59647,-297.605
BRISK,FREAK,64,418,19,-220.816,-878.946
BRISK,FREAK,64,418,38,2.45333,-878.946
BRISK,FREAK,65,444,16,-20.1724,-413.51
BRISK,FREAK,65,444,32,2.62604,-413.51
BRISK,FREAK,66,426,13,15.7498,-704.343
BRISK,FREAK,66,426,26,2.60947,-704.343
BRISK,FREAK,67,434,17,-63.1003,439.045
BRISK,FREAK,67,434,34,2.36203,436.256
BRISK,FREAK,68,434,21,-110.52,-244.331
BRISK,FREAK,68,434,42,2.85225,-244.331
BRISK,FREAK,69,428,15,-18.5207,-762.218
BRISK,FREAK,69,428,30,2.88637,-571.527
BRISK,FREAK,70,426,14,22.125,232.853
BRISK,FREAK,70,426,28,2.63393,252.61
BRISK,FREAK,71,442,23,29.3993,-948.57
BRISK,FREAK,71,442,46,2.45,-933.896
BRISK,FREAK,72,443,10,88.1064,247.419
BRISK,FREAK,72,443,20,2.47472,247.419
BRISK,FREAK,73,422,14,-220.366,-137.944
BRISK,FREAK,73,422,28,2.2035,-137.944
BRISK,FREAK,74,409,15,-88.238,181.522
BRISK,FREAK,74,409,30,2.61066,181.522
BRISK,FREAK,75,426,15,-147.177,-626.91
BRISK,FREAK,75,426,30,2.38649,-626.91
BRISK,FREAK,76,437,17,73.4828,1813.64
BRISK,FREAK,76,437,34,2.27268,1813.64
BRISK,FREAK,77,13,12,nan,314.376
BRISK,FREAK,77,13,24,nan,320.129
BRISK,BRISK,21,389,34,6.8337,12.4674
BRISK,BRISK,22,422,27,6.80636,12.944
BRISK,BRISK,25,446,35,7.14768,17.1196
BRISK,BRISK,26,433,40,9.97707,11.7267
BRISK,BRISK,27,491,37,7.06,23.381
BRISK,BRISK,28,506,28,12.6681,17.4035
BRISK,BRISK,28,506,56,nan,17.4035
BRISK,BRISK,29,441,23,7.25063,11.137
BRISK,BRISK,32,573,47,10.9404,18.6537
BRISK,BRISK,33,544,42,9.22618,25.2234
BRISK,BRISK,34,591,41,7.60959,14.3091
BRISK,BRISK,35,582,23,6.59279,15.5256
BRISK,BRISK,36,455,34,10.6294,12.7247
BRISK,BRISK,37,476,37,7.22569,7.91862
BRISK,BRISK,38,575,34,4.99238,15.2839
BRISK,BRISK,39,603,35,5.47658,11.997
BRISK,BRISK,40,634,37,5.20724,11.854
BRISK,BRISK,41,579,36,5.16145,9.66502
BRISK,BRISK,42,574,33,5.9427,12.1612
BRISK,BRISK,43,438,36,13.8227,10.3549
BRISK,BRISK,44,481,42,4.738,9.59316
BRISK,BRISK,45,564,32,5.60845,22.4356
BRISK,BRISK,46,494,39,6.54998,15.823
BRISK,BRISK,47,500,35,6.95384,16.5617
BRISK,BRISK,48,529,41,14.9666,14.4421
BRISK,BRISK,48,529,82,nan,14.4421
BRISK,BRISK,49,468,39,-149.754,13.159
BRISK,BRISK,49,468,78,nan,13.159
BRISK,BRISK,50,391,22,20.3229,29.5118
BRISK,BRISK,50,391,44,nan,29.5118
BRISK,BRISK,51,393,32,29.706,23.2684
BRISK,BRISK,51,393,64,2.3088,23.2684
BRISK,BRISK,52,396,20,24.656,188.534
BRISK,BRISK,52,396,40,nan,188.534
BRISK,BRISK,53,411,25,29.486,-331.623
BRISK,BRISK,53,411,50,2.32789,-333.972
BRISK,BRISK,54,420,23,110.483,-330.848
BRISK,BRISK,54,420,46,2.41475,-340.214
BRISK,BRISK,55,419,50,-18.5127,-46.5755
BRISK,BRISK,55,419,100,nan,-46.4777
BRISK,BRISK,56,440,51,18.4127,137.32
BRISK,BRISK,56,440,102,2.31361,138.805
BRISK,BRISK,57,448,25,-23.3578,113.452
BRISK,BRISK,57,448,50,2.61059,110.904
BRISK,BRISK,58,417,37,-40.4466,-325.446
BRISK,BRISK,58,417,74,2.64821,-325.781
BRISK,BRISK,59,452,41,13.8031,-79.0625
BRISK,BRISK,59,452,82,2.44033,-82.0792
BRISK,BRISK,60,416,23,-15.3309,205.921
BRISK,BRISK,60,416,46,2.85,209.097
BRISK,BRISK,61,408,36,88.818,-149.734
BRISK,BRISK,61,408,72,3.28962,-154.868
BRISK,BRISK,62,440,28,18.404,-633.082
BRISK,BRISK,62,440,56,2.31257,-621.241
BRISK,BRISK,63,427,16,147.144,-121.859
BRISK,BRISK,63,427,32,2.59647,-121.859
BRISK,BRISK,64,418,21,-220.816,-92.9282
BRISK,BRISK,64,418,42,2.45333,-101.395
BRISK,BRISK,65,444,20,-20.1724,632.226
BRISK,BRISK,65,444,40,2.62604,635.627
BRISK,BRISK,66,426,17,15.7498,-547.982
BRISK,BRISK,66,426,34,2.60947,-547.982
BRISK,BRISK,67,434,19,-63.1003,-241.827
BRISK,BRISK,67,434,38,2.36203,-241.827
BRISK,BRISK,68,434,22,-110.52,-229.001
BRISK,BRISK,68,434,44,2.85225,-229.001
BRISK,BRISK,69,428,19,-18.5207,-177.874
BRISK,BRISK,69,428,38,2.88637,-155.311
BRISK,BRISK,70,426,22,22.125,-337.508
BRISK,BRISK,70,426,44,2.63393,-393.851
BRISK,BRISK,71,442,26,29.3993,-271.23
BRISK,BRISK,71,442,52,2.45,-271.23
BRISK,BRISK,72,443,22,88.1064,-374.569
BRISK,BRISK,72,443,44,2.47472,-363.3
BRISK,BRISK,73,422,15,-220.366,-108.275
BRISK,BRISK,73,422,30,2.2035,-103.827
BRISK,BRISK,74,409,17,-88.238,1178.13
BRISK,BRISK,74,409,34,2.61066,641.532
BRISK,BRISK,75,426,23,-147.177,-659.474
BRISK,BRISK,75,426,46,2.38649,-659.474
BRISK,BRISK,76,437,18,73.4828,-4166.15
BRISK,BRISK,76,437,36,2.27268,-4166.15
BRISK,BRISK,77,13,10,nan,635.611
BRISK,BRISK,77,13,20,nan,635.611
BRISK,ORB,21,389,18,6.8337,12.4395
BRISK,ORB,22,422,8,6.80636,10.0689
BRISK,ORB,25,446,13,7.14768,41.6548
BRISK,ORB,26,433,21,9.97707,11.7026
BRISK,ORB,27,491,15,7.06,15.0807
BRISK,ORB,28,506,16,12.6681,28.1242
BRISK,ORB,28,506,32,nan,28.1242
BRISK,ORB,29,441,12,7.25063,18.0708
BRISK,ORB,32,573,18,10.9404,15.796
BRISK,ORB,33,544,24,9.22618,5658.77
BRISK,ORB,34,591,17,7.60959,32.2255
BRISK,ORB,35,582,17,6.59279,15.595
BRISK,ORB,36,455,17,10.6294,16.8981
BRISK,ORB,37,476,18,7.22569,19.3842
BRISK,ORB,38,575,20,4.99238,77.225
BRISK,ORB,39,603,17,5.47658,12.5477
BRISK,ORB,40,634,20,5.20724,12.1421
BRISK,ORB,41,579,9,5.16145,18.6939
BRISK,ORB,42,574,18,5.9427,7.54835
BRISK,ORB,43,438,16,13.8227,18.5413
BRISK,ORB,44,481,19,4.738,18.8918
BRISK,ORB,45,564,15,5.60845,13.7287
BRISK,ORB,46,494,17,6.54998,15.7766
BRISK,ORB,47,500,17,6.95384,30.7055
BRISK,ORB,48,529,18,14.9666,13.9356
BRISK,ORB,48,529,36,nan,13.9356
BRISK,ORB,49,468,22,-149.754,-108.064
BRISK,ORB,49,468,44,nan,-88.1045
BRISK,ORB,50,391,10,20.3229,-215.3
BRISK,ORB,50,391,20,nan,-215.3
BRISK,ORB,51,393,14,29.706,31.7929
BRISK,ORB,51,393,28,2.3088,31.7929
BRISK,ORB,52,396,10,24.656,35.1221
BRISK,ORB,52,396,20,nan,40.9747
BRISK,ORB,53,411,11,29.486,131.357
BRISK,ORB,53,411,22,2.32789,131.357
BRISK,ORB,54,420,14,110.483,-201.39
BRISK,ORB,54,420,28,2.41475,-201.39
BRISK,ORB,55,419,23,-18.5127,-56.7144
BRISK,ORB,55,419,46,nan,-56.7144
BRISK,ORB,56,440,26,18.4127,-64.7522
BRISK,ORB,56,440,52,2.31361,-64.7522
BRISK,ORB,57,448,12,-23.3578,-102.555
BRISK,ORB,57,448,24,2.61059,-102.555
BRISK,ORB,58,417,19,-40.4466,-555.376
BRISK,ORB,58,417,38,2.64821,-555.376
BRISK,ORB,59,452,17,13.8031,-183.131
BRISK,ORB,59,452,34,2.44033,-183.131
BRISK,ORB,60,416,8,-15.3309,405.153
BRISK,ORB,60,416,16,2.85,-1094.01
BRISK,ORB,61,408,9,88.818,-57.1023
BRISK,ORB,61,408,18,3.28962,-56.9539
BRISK,ORB,62,440,20,18.404,-98.3972
BRISK,ORB,62,440,40,2.31257,-98.3972
BRISK,ORB,63,427,13,147.144,170.936
BRISK,ORB,63,427,26,2.59647,170.936
BRISK,ORB,64,418,16,-220.816,-1268.02
BRISK,ORB,64,418,32,2.45333,-1268.02
BRISK,ORB,65,444,9,-20.1724,-97.3642
BRISK,ORB,65,444,18,2.62604,-97.3642
BRISK,ORB,66,426,7,15.7498,-209.201
BRISK,ORB,66,426,14,2.60947,-209.201
BRISK,ORB,67,434,11,-63.1003,-163.679
BRISK,ORB,67,434,22,2.36203,-188.336
BRISK,ORB,68,434,17,-110.52,75.1802
BRISK,ORB,68,434,34,2.85225,75.1802
BRISK,ORB,69,428,11,-18.5207,1033.3
BRISK,ORB,69,428,22,2.88637,1033.3
BRISK,ORB,70,426,10,22.125,133.782
BRISK,ORB,70,426,20,2.63393,149.841
BRISK,ORB,71,442,15,29.3993,-2882.58
BRISK,ORB,71,442,30,2.45,-2882.58
BRISK,ORB,72,443,15,88.1064,-1009.45
BRISK,ORB,72,443,30,2.47472,-1101.43
BRISK,ORB,73,422,11,-220.366,-314.302
BRISK,ORB,73,422,22,2.2035,-314.302
BRISK,ORB,74,409,15,-88.238,525.085
BRISK,ORB,74,409,30,2.61066,576.938
BRISK,ORB,75,426,12,-147.177,577.163
BRISK,ORB,75,426,24,2.38649,577.163
BRISK,ORB,76,437,7,73.4828,-75.2418
BRISK,ORB,76,437,14,2.27268,-75.2418
BRISK,ORB,77,13,6,nan,132.372
BRISK,ORB,77,13,12,nan,132.372
BRISK,SIFT,21,389,79,6.8337,9.24376
BRISK,SIFT,22,422,74,6.80636,11.3135
BRISK,SIFT,25,446,89,7.14768,10.3247
BRISK,SIFT,26,433,95,9.97707,11.9975
BRISK,SIFT,27,491,104,7.06,16.7135
BRISK,SIFT,28,506,102,12.6681,15.6385
BRISK,SIFT,28,506,204,nan,15.6416
BRISK,SIFT,29,441,78,7.25063,12.837
BRISK,SIFT,32,573,104,10.9404,15.7085
BRISK,SIFT,33,544,116,9.22618,23.5118
BRISK,SIFT,34,591,104,7.60959,16.2269
BRISK,SIFT,35,582,89,6.59279,10.3108
BRISK,SIFT,36,455,96,10.6294,9.36173
BRISK,SIFT,37,476,82,7.22569,8.39962
BRISK,SIFT,38,575,112,4.99238,9.46847
BRISK,SIFT,39,603,113,5.47658,13.4485
BRISK,SIFT,40,634,126,5.20724,16.936
BRISK,SIFT,41,579,110,5.16145,8.24169
BRISK,SIFT,42,574,108,5.9427,7.87338
BRISK,SIFT,43,438,124,13.8227,8.34087
BRISK,SIFT,44,481,128,4.738,8.84228
BRISK,SIFT,45,564,111,5.60845,11.4364
BRISK,SIFT,46,494,104,6.54998,9.24922
BRISK,SIFT,47,500,107,6.95384,11.544
BRISK,SIFT,48,529,110,14.9666,14.5492
BRISK,SIFT,48,529,220,nan,14.5492
BRISK,SIFT,49,468,114,-149.754,16.7649
BRISK,SIFT,49,468,228,nan,16.7664
BRISK,SIFT,50,391,96,20.3229,23.9341
BRISK,SIFT,50,391,192,nan,23.9269
BRISK,SIFT,51,393,125,29.706,24.1792
BRISK,SIFT,51,393,250,2.3088,24.184
BRISK,SIFT,52,396,79,24.656,48.9787
BRISK,SIFT,52,396,158,nan,49.1018
BRISK,SIFT,53,411,105,29.486,109.189
BRISK,SIFT,53,411,210,2.32789,108.636
BRISK,SIFT,54,420,116,110.483,-591.79
BRISK,SIFT,54,420,232,2.41475,-591.79
BRISK,SIFT,55,419,130,-18.5127,-76.1168
BRISK,SIFT,55,419,260,nan,-76.1024
BRISK,SIFT,56,440,172,18.4127,-317.911
BRISK,SIFT,56,440,344,2.31361,-313.999
BRISK,SIFT,57,448,116,-23.3578,356.013
BRISK,SIFT,57,448,232,2.61059,355.951
BRISK,SIFT,58,417,120,-40.4466,-159.015
BRISK,SIFT,58,417,240,2.64821,-159.856
BRISK,SIFT,59,452,134,13.8031,410.062
BRISK,SIFT,59,452,268,2.44033,413.466
BRISK,SIFT,60,416,116,-15.3309,931.172
BRISK,SIFT,60,416,232,2.85,946.451
BRISK,SIFT,61,408,122,88.818,-263.476
BRISK,SIFT,61,408,244,3.28962,-264.406
BRISK,SIFT,62,440,124,18.404,1022.75
BRISK,SIFT,62,440,248,2.31257,1023.61
BRISK,SIFT,63,427,119,147.144,-577.884
BRISK,SIFT,63,427,238,2.59647,-582.855
BRISK,SIFT,64,418,125,-220.816,-6129.06
BRISK,SIFT,64,418,250,2.45333,-6129.61
BRISK,SIFT,65,444,100,-20.1724,986.839
BRISK,SIFT,65,444,200,2.62604,1038.09
BRISK,SIFT,66,426,92,15.7498,-1180.46
BRISK,SIFT,66,426,184,2.60947,-1108.08
BRISK,SIFT,67,434,122,-63.1003,-3341.84
BRISK,SIFT,67,434,244,2.36203,-3558.1
BRISK,SIFT,68,434,140,-110.52,-14637.2
BRISK,SIFT,68,434,280,2.85225,-14637.2
BRISK,SIFT,69,428,117,-18.5207,-444.867
BRISK,SIFT,69,428,234,2.88637,-444.867
BRISK,SIFT,70,426,140,22.125,-1959.18
BRISK,SIFT,70,426,280,2.63393,-2005.75
BRISK,SIFT,71,442,147,29.3993,-11233.8
BRISK,SIFT,71,442,294,2.45,-15213.3
BRISK,SIFT,72,443,117,88.1064,-1481.34
BRISK,SIFT,72,443,234,2.47472,-1481.25
BRISK,SIFT,73,422,118,-220.366,-1041.72
BRISK,SIFT,73,422,236,2.2035,-1033.57
BRISK,SIFT,74,409,116,-88.238,-11803.5
BRISK,SIFT,74,409,232,2.61066,-11941.9
BRISK,SIFT,75,426,134,-147.177,-984.565
BRISK,SIFT,75,426,268,2.38649,-986.438
BRISK,SIFT,76,437,127,73.4828,-3469.17
BRISK,SIFT,76,437,254,2.27268,-3474.92
BRISK,SIFT,77,13,104,nan,667.029
BRISK,SIFT,77,13,208,nan,658.318
ORB,BRIEF,21,389,3,6.8337,16.8233
ORB,BRIEF,22,422,6,6.80636,130.115
ORB,BRIEF,25,446,4,7.14768,39.0472
ORB,BRIEF,26,433,2,9.97707,nan
ORB,BRIEF,27,491,1,7.06,nan
ORB,BRIEF,28,506,5,12.6681,-18.6034
ORB,BRIEF,28,506,10,nan,-18.6034
ORB,BRIEF,29,441,14,7.25063,-38.2534
ORB,BRIEF,32,573,9,10.9404,10.1597
ORB,BRIEF,33,544,8,9.22618,23.828
ORB,BRIEF,34,591,15,7.60959,234.68
ORB,BRIEF,35,582,6,6.59279,14.6483
ORB,BRIEF,36,455,5,10.6294,8.23207
ORB,BRIEF,37,476,4,7.22569,-14.3221
ORB,BRIEF,38,575,0,4.99238,nan
ORB,BRIEF,39,603,1,5.47658,nan
ORB,BRIEF,40,634,3,5.20724,-22.1446
ORB,BRIEF,41,579,4,5.16145,-9.30014
ORB,BRIEF,42,574,2,5.9427,nan
ORB,BRIEF,43,438,2,13.8227,66.2759
ORB,BRIEF,44,481,1,4.738,nan
ORB,BRIEF,45,564,2,5.60845,nan
ORB,BRIEF,46,494,0,6.54998,nan
ORB,BRIEF,47,500,10,6.95384,-inf
ORB,BRIEF,48,529,11,14.9666,21.5089
ORB,BRIEF,48,529,22,nan,21.5089
ORB,BRIEF,49,468,8,-149.754,-inf
ORB,BRIEF,49,468,16,nan,-inf
ORB,BRIEF,50,391,10,20.3229,11.5386
ORB,BRIEF,50,391,20,nan,11.59
ORB,BRIEF,51,393,9,29.706,-inf
ORB,BRIEF,51,393,18,2.3088,-inf
ORB,BRIEF,52,396,10,24.656,-inf
ORB,BRIEF,52,396,20,nan,-inf
ORB,BRIEF,53,411,8,29.486,-inf
ORB,BRIEF,53,411,16,2.32789,-inf
ORB,BRIEF,54,420,9,110.483,-inf
ORB,BRIEF,54,420,18,2.41475,-inf
ORB,BRIEF,55,419,6,-18.5127,-187.864
ORB,BRIEF,55,419,12,nan,-187.864
ORB,BRIEF,56,440,7,18.4127,-inf
ORB,BRIEF,56,440,14,2.31361,-inf
ORB,BRIEF,57,448,11,-23.3578,93.2432
ORB,BRIEF,57,448,22,2.61059,97.5397
ORB,BRIEF,58,417,11,-40.4466,-193.202
ORB,BRIEF,58,417,22,2.64821,-193.558
ORB,BRIEF,59,452,9,13.8031,-inf
ORB,BRIEF,59,452,18,2.44033,-inf
ORB,BRIEF,60,416,9,-15.3309,-inf
ORB,BRIEF,60,416,18,2.85,-inf
ORB,BRIEF,61,408,10,88.818,-inf
ORB,BRIEF,61,408,20,3.28962,-inf
ORB,BRIEF,62,440,9,18.404,-inf
ORB,BRIEF,62,440,18,2.31257,-inf
ORB,BRIEF,63,427,7,147.144,-inf
ORB,BRIEF,63,427,14,2.59647,-inf
ORB,BRIEF,64,418,8,-220.816,-13.2502
ORB,BRIEF,64,418,16,2.45333,-16.8054
ORB,BRIEF,65,444,8,-20.1724,nan
ORB,BRIEF,65,444,16,2.62604,nan
ORB,BRIEF,66,426,7,15.7498,-inf
ORB,BRIEF,66,426,14,2.60947,-inf
ORB,BRIEF,67,434,9,-63.1003,-inf
ORB,BRIEF,67,434,18,2.36203,-inf
ORB,BRIEF,68,434,10,-110.52,-inf
ORB,BRIEF,68,434,20,2.85225,-inf
ORB,BRIEF,69,428,9,-18.5207,-inf
ORB,BRIEF,69,428,18,2.88637,-inf
ORB,BRIEF,70,426,8,22.125,-inf
ORB,BRIEF,70,426,16,2.63393,-inf
ORB,BRIEF,71,442,6,29.3993,-inf
ORB,BRIEF,71,442,12,2.45,-inf
ORB,BRIEF,72,443,7,88.1064,-9.26806
ORB,BRIEF,72,443,14,2.47472,-9.26806
ORB,BRIEF,73,422,8,-220.366,-inf
ORB,BRIEF,73,422,16,2.2035,-inf
ORB,BRIEF,74,409,7,-88.238,-inf
ORB,BRIEF,74,409,14,2.61066,-inf
ORB,BRIEF,75,426,7,-147.177,-inf
ORB,BRIEF,75,426,14,2.38649,-inf
ORB,BRIEF,76,437,7,73.4828,-inf
ORB,BRIEF,76,437,14,2.27268,-inf
ORB,BRIEF,77,13,9,nan,-inf
ORB,BRIEF,77,13,18,nan,-inf
ORB,FREAK,21,389,6,6.8337,8.87896
ORB,FREAK,22,422,6,6.80636,6.95942
ORB,FREAK,25,446,0,7.14768,nan
ORB,FREAK,26,433,13,9.97707,57.1599
ORB,FREAK,27,491,18,7.06,-21.4961
ORB,FREAK,28,506,12,12.6681,-13.263
ORB,FREAK,28,506,24,nan,-13.4698
ORB,FREAK,29,441,10,7.25063,-21.0709
ORB,FREAK,32,573,15,10.9404,-318.018
ORB,FREAK,33,544,12,9.22618,53.54
ORB,FREAK,34,591,14,7.60959,-16.6664
ORB,FREAK,35,582,8,6.59279,12.2153
ORB,FREAK,36,455,11,10.6294,6.89093
ORB,FREAK,37,476,5,7.22569,14.8051
ORB,FREAK,38,575,13,4.99238,16.4088
ORB,FREAK,39,603,0,5.47658,nan
ORB,FREAK,40,634,8,5.20724,-152.547
ORB,FREAK,41,579,15,5.16145,-15.3066
ORB,FREAK,42,574,6,5.9427,6.38026
ORB,FREAK,43,438,10,13.8227,-33.4446
ORB,FREAK,44,481,11,4.738,-63.5321
ORB,FREAK,45,564,0,5.60845,nan
ORB,FREAK,46,494,12,6.54998,12.8374
ORB,FREAK,47,500,16,6.95384,-16.3526
ORB,FREAK,48,529,14,14.9666,-13.4469
ORB,FREAK,48,529,28,nan,-13.7907
ORB,FREAK,49,468,0,-149.754,nan
ORB,FREAK,49,468,0,nan,nan
ORB,FREAK,50,391,16,20.3229,-11.5627
ORB,FREAK,50,391,32,nan,-13.6419
ORB,FREAK,51,393,15,29.706,-inf
ORB,FREAK,51,393,30,2.3088,-inf
ORB,FREAK,52,396,14,24.656,-inf
ORB,FREAK,52,396,28,nan,-inf
ORB,FREAK,53,411,16,29.486,-inf
ORB,FREAK,53,411,32,2.32789,-inf
ORB,FREAK,54,420,16,110.483,-inf
ORB,FREAK,54,420,32,2.41475,-inf
ORB,FREAK,55,419,12,-18.5127,-inf
ORB,FREAK,55,419,24,nan,-inf
ORB,FREAK,56,440,14,18.4127,-inf
ORB,FREAK,56,440,28,2.31361,-inf
ORB,FREAK,57,448,16,-23.3578,-inf
ORB,FREAK,57,448,32,2.61059,-inf
ORB,FREAK,58,417,19,-40.4466,-inf
ORB,FREAK,58,417,38,2.64821,-inf
ORB,FREAK,59,452,13,13.8031,-219.578
ORB,FREAK,59,452,26,2.44033,-177.145
ORB,FREAK,60,416,13,-15.3309,-16.0692
ORB,FREAK,60,416,26,2.85,-16.0692
ORB,FREAK,61,408,15,88.818,-inf
ORB,FREAK,61,408,30,3.28962,-inf
ORB,FREAK,62,440,12,18.404,-inf
ORB,FREAK,62,440,24,2.31257,-inf
ORB,FREAK,63,427,15,147.144,-inf
ORB,FREAK,63,427,30,2.59647,-inf
ORB,FREAK,64,418,16,-220.816,-inf
ORB,FREAK,64,418,32,2.45333,-inf
ORB,FREAK,65,444,15,-20.1724,-inf
ORB,FREAK,65,444,30,2.62604,-inf
ORB,FREAK,66,426,14,15.7498,-inf
ORB,FREAK,66,426,28,2.60947,-inf
ORB,FREAK,67,434,18,-63.1003,-inf
ORB,FREAK,67,434,36,2.36203,-inf
ORB,FREAK,68,434,21,-110.52,-inf
ORB,FREAK,68,434,42,2.85225,-inf
ORB,FREAK,69,428,19,-18.5207,-inf
ORB,FREAK,69,428,38,2.88637,-inf
ORB,FREAK,70,426,15,22.125,-inf
ORB,FREAK,70,426,30,2.63393,-inf
ORB,FREAK,71,442,12,29.3993,-inf
ORB,FREAK,71,442,24,2.45,-inf
ORB,FREAK,72,443,18,88.1064,-inf
ORB,FREAK,72,443,36,2.47472,-inf
ORB,FREAK,73,422,16,-220.366,-inf
ORB,FREAK,73,422,32,2.2035,-inf
ORB,FREAK,74,409,17,-88.238,-inf
ORB,FREAK,74,409,34,2.61066,-inf
ORB,FREAK,75,426,15,-147.177,-inf
ORB,FREAK,75,426,30,2.38649,-inf
ORB,FREAK,76,437,15,73.4828,-inf
ORB,FREAK,76,437,30,2.27268,-inf
ORB,FREAK,77,13,16,nan,-inf
ORB,FREAK,77,13,32,nan,-inf
ORB,BRISK,21,389,20,6.8337,-inf
ORB,BRISK,22,422,13,6.80636,6.41143
ORB,BRISK,25,446,9,7.14768,-20.1892
ORB,BRISK,26,433,11,9.97707,352451
ORB,BRISK,27,491,20,7.06,75.2523
ORB,BRISK,28,506,11,12.6681,-26.1229
ORB,BRISK,28,506,22,nan,-26.1229
ORB,BRISK,29,441,10,7.25063,-19.1253
ORB,BRISK,32,573,13,10.9404,459.43
ORB,BRISK,33,544,10,9.22618,25.2489
ORB,BRISK,34,591,14,7.60959,-27.2765
ORB,BRISK,35,582,6,6.59279,8.59896
ORB,BRISK,36,455,9,10.6294,-14.9123
ORB,BRISK,37,476,7,7.22569,46.2837
ORB,BRISK,38,575,10,4.99238,8.46348
ORB,BRISK,39,603,21,5.47658,27.0183
ORB,BRISK,40,634,7,5.20724,-17.5681
ORB,BRISK,41,579,8,5.16145,-12.2625
ORB,BRISK,42,574,18,5.9427,-207.72
ORB,BRISK,43,438,6,13.8227,-30.0603
ORB,BRISK,44,481,0,4.738,nan
ORB,BRISK,45,564,0,5.60845,nan
ORB,BRISK,46,494,1,6.54998,nan
ORB,BRISK,47,500,18,6.95384,-inf
ORB,BRISK,48,529,22,14.9666,-inf
ORB,BRISK,48,529,44,nan,-inf
ORB,BRISK,49,468,21,-149.754,-inf
ORB,BRISK,49,468,42,nan,-inf
ORB,BRISK,50,391,16,20.3229,-inf
ORB,BRISK,50,391,32,nan,-inf
ORB,BRISK,51,393,20,29.706,-inf
ORB,BRISK,51,393,40,2.3088,-inf
ORB,BRISK,52,396,20,24.656,-inf
ORB,BRISK,52,396,40,nan,-inf
ORB,BRISK,53,411,20,29.486,-inf
ORB,BRISK,53,411,40,2.32789,-inf
ORB,BRISK,54,420,22,110.483,-inf
